38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49061];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25386: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49062];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25407: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49063];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49064];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49065];,Mon  03 Mar 2025 02:37:55.5782 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=35662];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=35663];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=35664];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=35665];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=35666];,Mon  03 Mar 2025 01:48:41.5648 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24462: invalid user admin from 192.168.)(labsz sshd24460: failed password for sshd from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34459];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user user preauth dec)(labsz sshd24471: failed password for invalid user us)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34460];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd24479: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34461];[Topic=rtms-stream-mylogs2][MessageFound=(0 labsz sshd24490: invalid user ftpuser from 192.16)(labsz sshd24490: failed password for invalid user ft)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34462];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24501: invalid user ftpuser from 192.16)(labsz sshd24501: failed password for invalid user ft)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34463];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24509: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34464];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24522: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34465];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24535: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34466];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24547: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34467];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24557: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34468];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24569: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34469];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24581: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34470];[Topic=rtms-stream-mylogs2][MessageFound=(8 labsz sshd24595: invalid user eoor from 192.168.5)(labsz sshd24593: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34471];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user redhat from 192.168)(labsz sshd24604: failed password for invalid user re)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34472];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user postgres from 192.1)(labsz sshd24612: failed password for invalid user po)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34473];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user ted from 192.168.5.)(labsz sshd24620: failed password for invalid user te)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34474];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user ubuntu from 192.168)(labsz sshd24628: failed password for invalid user ub)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34475];[Topic=rtms-stream-mylogs2][MessageFound=(3 labsz sshd24643: invalid user admin from 103.207.)(labsz sshd24639: failed password for uucp from 103.2)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34476];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user oracle from 192.168)(labsz sshd24647: failed password for invalid user or)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34477];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user test2 from 192.168.)(labsz sshd24655: failed password for invalid user te)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34478];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user magnos from 192.168)(labsz sshd24665: failed password for invalid user ma)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34479];[Topic=rtms-stream-mylogs2][MessageFound=(ut_userauth_request: invalid user cyrus preauth dec)(labsz sshd24673: failed password for invalid user cy)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34480];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24833: invalid user admin from 119.4.20)(labsz sshd24809: failed password for root from 60.2.)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34481];[Topic=rtms-stream-mylogs2][MessageFound=(1 labsz sshd24841: invalid user matlab from 52.80.3)(labsz sshd24841: failed password for invalid user ma)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34482];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24872: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34483];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24893: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34484];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd24914: invalid user cheng from 202.100.)(labsz sshd24917: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34485];[Topic=rtms-stream-mylogs2][MessageFound=(9 labsz sshd24949: invalid user oracle from 192.168)(labsz sshd24931: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34486];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user oracle from 192.168)(labsz sshd24949: failed password for invalid user or)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34487];[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd24962: invalid user 123456 from 192.168)(labsz sshd24962: failed password for invalid user 12)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34488];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24977: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34489];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd24997: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34490];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25017: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34491];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25035: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34492];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25054: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34493];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25075: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34494];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25096: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34495];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25118: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34496];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25136: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34497];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25155: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34498];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25176: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34499];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25195: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34500];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25216: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34501];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25233: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34502];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25252: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34503];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd25283: invalid user sandeep from 88.147)(labsz sshd25272: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34504];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25291: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34505];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25311: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34506];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25330: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34507];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25350: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34508];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34509];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25386: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34510];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25407: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34511];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25426: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=34512];[Topic=rtms-stream-mylogs2][MessageFound=(7 labsz sshd25448: invalid user admin from 192.168.)(labsz sshd25444: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34513];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user user from 192.168.5)(labsz sshd25459: failed password for invalid user us)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34514];[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34515];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34516];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34517];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34518];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=34519];,Mon  03 Mar 2025 01:44:09.2791 UTC,1.00,iot-preprocess,61.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=33339];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=33340];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=33341];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=33342];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=33343];,Mon  03 Mar 2025 01:39:52.0824 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32899];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32900];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32901];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32902];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32903];,Mon  03 Mar 2025 01:38:17.7518 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32318];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32319];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32320];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32321];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=32322];,Mon  03 Mar 2025 01:35:49.9981 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=31145];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=31146];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=31147];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=31148];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=31149];,Mon  03 Mar 2025 01:31:41.9431 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=29697];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=29698];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=29699];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=29700];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=29701];,Mon  03 Mar 2025 01:26:19.8688 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=28133];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=28134];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=28135];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=28136];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=28137];,Mon  03 Mar 2025 01:20:12.5749 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=27254];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=27255];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=27256];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=27257];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=27258];,Mon  03 Mar 2025 01:16:37.4220 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=26250];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=26251];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=26252];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=26253];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=26254];,Mon  03 Mar 2025 01:12:33.7359 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=25374];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=25375];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=25376];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=25377];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=25378];,Mon  03 Mar 2025 01:09:15.5043 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24796];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24797];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24798];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24799];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24800];,Mon  03 Mar 2025 01:07:11.4930 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24651];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24652];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24653];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24654];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=24655];,Mon  03 Mar 2025 01:06:26.7460 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=23920];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=23921];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=23922];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=23923];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=23924];,Mon  03 Mar 2025 01:03:37.6679 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
